"","segment","TreeID","sp","lichen","apex_dist","fresh_mass","dry_mass","length_counted_lenticel","n_lenticels","lenticel_diam1","lenticel_diam2","lenticel_diam3","lenticel_diam4","lenticel_diam5","lenticel_diam6","lenticel_diam7","lenticel_diam8","lenticel_diam9","lenticel_diam10","exposed_length","total_length","basal_diam1","basal_diam2","basal_xylem_diam1","basal_xylem_diam2","basal_pith_diam1","basal_pith_diam2","distal_diam1","distal_diam2","distal_xylem_diam1","distal_xylem_diam2","distal_pith_diam1","distal_pith_diam2","treatment","sampleID","diam","wood_diam","sa","bark_thickness","vol","water_content","density","lenticel_size","LD","d_basal_mm","d_distal_mm","r_basal_cm","r_distal_cm","L_cm","V_cm3","rho_g_cm3","end_mass_sample","Tc","RH","sat_mass_g","RWC_end_sat","deficit_end","CWR_end","psi_end","RH_instem","svp_kPa","ws","wa","w_instem","D_100","D_unsat","mf_unsat"
"11","003A",3,"CC",0.85,150,3.8688,2.3785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.19,66.63,8.45,9.34,7.15,8.34,1.05,0.75,8.03,9.44,7.71,6.75,0.79,0.73,"10C","003A",8.815,7.4875,0.00138991865852557,0.66375,1294.3581279375,0.00115138149777351,0.00183759034587285,NA,NA,8.895,8.735,0.44475,0.43675,6.663,4.06645762547922,0.584907115494582,3.8579,10.9079157682927,35.6664437804878,4.9004771059987,0.586603263162516,0.413396736837484,256.384598591714,-1.42426513880478,98.9194774814155,1.30505500298142,0.0128830701182766,0.00459493296093596,0.0127438656445636,0.00828813715734067,0.00814893268362765,0.99133060069725
"12","003B",3,"CC",0,145,5.1054,3.0339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,69.08,10.4,11.18,9.66,9.45,1.42,1.29,9.75,8.66,8.88,7.74,0.97,0.77,"25C","003B",9.9975,8.9325,0.0017965417501039,0.532499999999999,1726.1366079375,0.00120007882949378,0.00175762450436939,NA,NA,10.79,9.205,0.5395,0.46025,6.908,5.43417654774918,0.558299858928329,5.0415,23.3462037974684,60.9496330379747,6.49801161268425,0.579542527627846,0.420457472372154,268.028025936612,-1.56690803859245,98.8614631481568,2.87056554750196,0.0283372709526354,0.0172714626586079,0.028014640680033,0.0110658082940275,0.0107431780214251,0.97735694833068
"13","003C",3,"CC",0.25,125,7.3053,4.4703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.46,93.71,11.38,10.81,9.27,10.11,1.89,2.28,9.87,10.47,8.35,8.47,1.49,1.94,"35C","003C",10.6325,9.05,0.00252058916428609,0.791250000000001,2648.48019279688,0.00107042522262783,0.00168787367644205,NA,NA,11.095,10.17,0.55475,0.5085,9.371,8.32569372609427,0.536928230495586,7.2188,33.0523382716049,35.1922011111111,9.89320151830206,0.506831995883372,0.493168004116628,321.222663994952,-2.46835346302519,98.2685163355207,5.05012625246737,0.0498531712978023,0.0175444283033893,0.0489899717805559,0.032308742994413,0.0314455434771667,0.966732799958027
"14","003D",3,"CC",0,115,2.4959,1.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.15,58.69,7.56,8.26,5.9,6.89,1.69,1.95,7,7.33,6.25,5.95,0.87,1.01,"45C","003D",7.5375,6.2475,0.00104546116675702,0.645,833.602039453125,0.00133097083199062,0.00166314372372401,NA,NA,7.91,7.165,0.3955,0.35825,5.869,2.6209700337869,0.528964460534814,2.3707,42.25331,21.6640303797468,3.10711029352716,0.57203121507593,0.42796878492407,280.968604766212,-1.74405172533153,98.8090298924451,8.31905826940715,0.0821229839033283,0.0177911481815716,0.0811449237136075,0.0643318357217566,0.0633537755320359,0.95053196405241
"15","003E",3,"CC",0.8,131,3.1561,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9,62.42,7.65,8.17,7.22,6.61,0.7,0.85,8.2,7.7,7.2,7.01,0.68,0.58,"55C","003E",7.93,7.01,0.00129297586365999,0.46,981.3188645,0.0013105831820071,0.00190559874842801,NA,NA,7.91,7.95,0.3955,0.3975,6.242,3.08291067214939,0.606569634629162,2.9466,55.2075241333333,12.0945986666667,3.73862495786368,0.576145574567746,0.423854425432254,256.908176100828,-1.43037397778561,99.0605763336188,15.9184399064143,0.157141558799746,0.0190056408753734,0.155665333806661,0.138135917924373,0.136659692931288,0.912664512658983
"16","004A",4,"LS",0.05,96,4.294,2.0829,55.28,8,1.28,1.27,1.26,1.03,0.68,0.66,0.71,0.41,NA,NA,41.13,55.28,10.47,9.46,7.99,8.87,2.15,1.97,10.59,9.45,7.7,8.94,1.85,2.57,"10C","004A",9.9925,8.375,0.00129116795562767,0.80875,1379.927777375,0.00160233023514181,0.00150942682229518,0.9125,0.0144826420104514,9.965,10.02,0.49825,0.501,5.528,4.3351819125401,0.480464267018399,4.2718,10.2978102758621,32.3754905747126,5.06554944500763,0.73387772862942,0.26612227137058,183.094841467114,-0.774550271279539,99.4096653490753,1.25302703137026,0.0123694672395879,0.00400467570029495,0.0122964459883379,0.00836479153929298,0.00829177028804291,0.991849439155684
"17","004B",4,"LS",0.05,84,2.866,1.5219,51.65,7,1.27,1.44,1.07,0.91,0.96,0.67,1.13,NA,NA,NA,35.01,51.65,9.21,8.24,6.84,7.59,1.67,1.14,8.48,8.66,6.97,7.37,1.25,1.27,"25C","004B",8.6475,7.1925,0.00095111395574184,0.7275,965.587146328125,0.00139200278826335,0.0015761394564824,1.06428571428571,0.0156724590396085,8.725,8.57,0.43625,0.4285,5.165,3.03356270144756,0.501687339204749,2.8235,25.2672380952381,56.8724342857143,3.56721594820081,0.636380898093015,0.363619101906985,245.162543647416,-1.29960288889729,99.0608257513752,3.22080211624189,0.0317946901899496,0.0180824142846255,0.0314960826472555,0.013712275905324,0.01341366836263,0.975210751534059
"18","004C",4,"LS",0.3,41,3.2507,1.5206,66.46,10,1.61,0.99,0.67,0.98,1.48,1.09,0.52,0.85,1.2,0.35,48.13,66.46,7.88,8.45,6.21,6.25,2.24,2.91,7.53,6.96,5.76,5.87,1.42,2.15,"35C","004C",7.705,6.0225,0.00116503340328512,0.84125,986.383120375,0.00175398378607924,0.00154159166817646,0.974,0.0195284160911805,8.165,7.245,0.40825,0.36225,6.646,3.10249563263053,0.490121560206909,3.1778,33.9051938554217,33.7429373493976,3.63569303522794,0.783511633955813,0.216488366044187,147.588615568719,-0.559681530290004,99.6058386477109,5.29685407150464,0.0522887864906678,0.0176437724663063,0.0520826843027406,0.0346450140243615,0.0344389118364343,0.965136771615477
"19","004D",4,"LS",0.15,79,3.1687,1.6497,60.26,11,1.16,1.46,0.92,1.06,1.34,1.2,1.06,1.63,0.87,0.95,45.9,60.26,8.53,8.45,6.79,7.07,1.98,1.78,8.39,8.28,6.83,7.11,1.1,1.41,"45C","004D",8.4125,6.95,0.00121307495230308,0.73125,1066.15240390625,0.00142474940208789,0.0015473397555131,1.165,0.0216989380835597,8.49,8.335,0.4245,0.41675,6.026,3.34951131450582,0.492519608115846,3.078,39.7085283950617,25.359524691358,3.92797754827205,0.626920982951917,0.373079017048083,253.761659078754,-1.39406892187504,99.0391662416203,7.27063421073314,0.0717732893458356,0.018201365033457,0.0710836673523012,0.0535719243123786,0.0528823023188442,0.955357483807121
"20","004E",4,"LS",0,73,4.2141,2.0648,63.4,4,1.21,0.89,0.85,1.3,NA,NA,NA,NA,NA,NA,47.56,63.4,9.09,8.79,7.62,7.77,1.31,1.45,8.15,8.49,6.7,7.14,1.68,1.38,"55C","004E",8.63,7.3075,0.00128944408519882,0.66125,1180.458865,0.00182073265212846,0.00174915031876185,1.0625,0.00731071641365495,8.94,8.32,0.447,0.416,6.34,3.71011597375096,0.556532468151519,3.9015,55.3951642857143,12.3060952380952,4.43413675297174,0.775195842337024,0.224804157662976,143.563370185769,-0.53809882001639,99.6457552511409,16.0618850598516,0.158557601775435,0.0195122494817248,0.157995919797229,0.13904535229371,0.138483670315504,0.911245915360523
"21","005A",5,"MG",0.05,92,4.6885,2.612,34.79,20,0.77,1.12,0.94,0.97,0.92,0.76,0.76,0.94,0.95,1.32,59.27,71.74,9.31,9.54,7.46,7.85,2.86,3.62,9.9,9.39,7.69,8.03,3.29,2.84,"10C","005A",9.535,7.7575,0.00177543794437378,0.88875,1630.582495375,0.00127347129377986,0.00160188154074308,0.945,0.0602913307246279,9.425,9.645,0.47125,0.48225,7.174,5.12285324454799,0.509872111362907,4.6459,11.0306896923077,36.2010767948718,6.03874934844409,0.593536262266596,0.406463737733404,271.889371401852,-1.61756974976459,98.774255596017,1.31575167616005,0.0129886641279373,0.00470203627558256,0.012829456304237,0.00828662785235478,0.00812742002865444,0.99123425371009
"22","005B",5,"MG",0,82,2.7421,1.4778,30.86,10,0.81,0.99,0.76,1.01,0.96,0.89,1.11,0.79,1.08,0.69,56.14,69.95,7.83,7.65,6.66,6.48,1.22,2.59,7.82,7.39,6.05,6.15,2.85,3.54,"25C","005B",7.6725,6.335,0.00135319124129024,0.66875,1029.44114367188,0.00122814209221366,0.0014355361732764,0.909,0.0422344828926059,7.74,7.605,0.387,0.38025,6.995,3.23416817226371,0.456933567237982,2.7012,23.3585302631579,60.9280460526316,3.75235778265332,0.537862792200811,0.462137207799189,325.016426686797,-2.55479638169788,98.1503980638103,2.87270227976282,0.028358364064786,0.0172781971171657,0.027833847213972,0.0110801669476202,0.0105556500968062,0.977443977834431
"23","005C",5,"MG",0,57,3.2831,1.809,36.15,11,0.79,0.9,0.83,0.72,0.64,0.86,0.45,0.9,0.62,1.11,68.7,84.88,7.5,7.44,6.17,5.34,2.6,2.71,7.47,7.44,6.01,6.03,3.09,2.48,"35C","005C",7.4625,5.8875,0.00161061208668833,0.7875,1181.718590625,0.00124742050408157,0.00153082130919446,0.782,0.0407755698733409,7.47,7.455,0.3735,0.37275,8.488,3.71247969287916,0.487275392635766,3.1891,33.1911733333333,35.1173638666667,4.34680436820384,0.543816543659267,0.456183456340733,311.841266209323,-2.27036582006322,98.4070029600206,5.08959785746192,0.0502428218900486,0.0176439545800096,0.049442455224538,0.032598867310039,0.0317985006445284,0.966456795097726
"24","005D",5,"MG",0,56,6.0984,3.1461,40.56,23,1,1.25,0.78,1.26,0.89,0.74,0.98,0.95,0.8,1.34,82.46,93.87,9.52,10.12,7.66,7.58,3.98,3.99,9.56,9.19,7.99,7.42,4.14,3.92,"45C","005D",9.5975,7.6625,0.0024862873707386,0.9675,2161.63850667188,0.00136576952662888,0.00145542374004238,0.999,0.0590842556899423,9.82,9.375,0.491,0.46875,9.387,6.79220427374397,0.463192782961726,5.8425,42.3505733333333,21.5799291666667,7.89538219582189,0.56774895422557,0.43225104577443,302.240938741719,-2.08819717603126,98.5761383114689,8.36158881404716,0.0825428313331407,0.0178126845338529,0.0813675355811593,0.0647301467992878,0.0635548510473064,0.950409889942494
"25","005E",5,"MG",0.01,56,4.9562,2.6314,34.32,15,0.92,0.63,0.75,0.53,1.04,0.78,0.77,0.86,0.9,0.75,57.24,72.18,10.03,9.34,8.5,8.54,3.48,4.15,9.78,9.75,7.81,7.86,4.26,3.43,"55C","005E",9.725,8.1775,0.00174879582495464,0.77375,1706.617153125,0.00136222702071349,0.00154188067029657,0.793,0.0449422043252377,9.685,9.765,0.48425,0.48825,7.218,5.36152614543553,0.490793092977866,4.5322,55.1997604109589,12.1033479452055,6.28422484673423,0.520364397351105,0.479635602648895,326.777264385028,-2.59628004692562,98.3013390937715,15.9125284370173,0.157083202734623,0.019012326590444,0.154414891779518,0.138070876144179,0.135402565189074,0.913286390815019
"26","006A",6,"MG",0,52,2.8853,1.5558,28.24,15,0.76,1.32,1.01,1.3,1.23,1.37,1.26,0.82,0.9,0.94,61.47,79.11,7.44,7.39,6.46,6.11,3.78,2.62,7.24,6.87,5.94,5.91,2.7,3.29,"10C","006A",7.235,6.105,0.00139717762251095,0.565,1035.2576874375,0.00128422132589116,0.00150281424507068,1.091,0.0734155456928568,7.415,7.055,0.37075,0.35275,7.911,3.25302898019204,0.478261955080448,2.8428,10.8490938556701,31.8681542268041,3.7985692399323,0.573844146372745,0.426155853627255,293.809014844951,-1.94287504585826,98.5286365627329,1.29995732826301,0.0128327475642942,0.00408955978532573,0.0126439312086364,0.0087431877789685,0.00855437142331069,0.991633254503019
"27","006B",6,"MG",0,54,2.6445,1.4346,30.76,19,0.74,0.79,0.72,0.61,0.88,0.94,1.08,1.05,0.8,0.85,56.11,72.61,7.75,7.05,5.77,6.1,2.28,3.14,7.56,6.93,5.85,6.04,2.53,3.26,"25C","006B",7.3225,5.94,0.00129077195787368,0.69125,973.319010953125,0.00124306623664445,0.00147392579807433,0.846,0.084354428896098,7.4,7.245,0.37,0.36225,7.261,3.05788602873874,0.469147635496316,2.6145,24.53488,59.7951404210526,3.5609275871803,0.554900386522592,0.445099613477408,309.503878916856,-2.22423256055879,98.3940962497826,3.08311807795515,0.0304355190321337,0.0181989613431406,0.0299467538905986,0.0122365576889932,0.011747792547458,0.97592714238313
"28","006C",6,"MG",0,40,3.4425,1.8523,41.29,26,1.03,0.97,1.38,0.9,1.2,1.25,1.8,1.18,0.93,1.27,57.25,71.93,8.04,8.38,6.9,6.78,2.2,3.73,8.47,8.1,6.85,7.3,2.81,3.46,"35C","006C",8.2475,6.9575,0.00148336383975008,0.645,1223.19224051563,0.001300040948044,0.00151431634263734,1.191,0.0763494900845137,8.21,8.285,0.4105,0.41425,7.193,3.84279823814907,0.482018540971379,3.3525,32.809541443299,37.1991525773196,4.49230603035686,0.568256277731765,0.431743722268235,296.608346241425,-1.98971855926376,98.6008048093228,4.98173580473173,0.0491780434820507,0.0182938154294286,0.0484899466627807,0.0308842280526221,0.0301961312333521,0.966608118953895
"29","006D",6,"MG",0,37,4.3183,2.3516,28.44,20,1.12,1.24,1.04,1.13,1.22,1.62,1.14,0.76,1.19,0.94,57.55,71.18,9.54,9.11,7.91,7.96,3.39,2.57,9.15,8.92,7.7,7.38,3.57,3.68,"45C","006D",9.18,7.7375,0.00165973167322537,0.72125,1499.627358,0.0013114591365037,0.00156812289896888,1.14,0.0766051068028399,9.325,9.035,0.46625,0.45175,7.118,4.71161008937598,0.499107514287426,4.1391,40.7809612903226,24.3180225806452,5.53619710236299,0.561295492818751,0.438704507181249,296.522224008572,-1.98825723701404,98.6370849863017,7.69765145628811,0.0759886619574344,0.0184789399735391,0.0749530010749081,0.0575097219838954,0.0564740611013691,0.953284029475776
"30","006E",6,"MG",0,51,3.1762,1.7417,42.26,29,1.17,1.21,0.9,1.02,1.23,1.52,1.08,0.82,1.16,1.14,66.66,81.69,7.49,7.36,6.37,6.08,3.16,3.49,6.96,7.17,5.77,5.75,2.65,2.65,"55C","006E",7.245,5.9925,0.0015172375127587,0.626250000000001,1071.9775355625,0.00133818102750378,0.00162475419700477,1.125,0.094717475733546,7.425,7.065,0.37125,0.35325,8.169,3.3684096696369,0.517068934844778,2.8989,55.1326561956522,12.5251173913043,3.97913564366287,0.517199233541112,0.482800766458888,320.696040449057,-2.45665954811517,98.3916236129806,15.8615119296244,0.156579584695206,0.0196117767938913,0.154061195628076,0.136967807901315,0.134449418834184,0.913163513789016
"31","007A",7,"TD",0.2,67.8,1.9653,0.9614,55.82,13,1.6,1.89,1.49,1.34,1.23,1.24,1.2,1.73,1.28,1.4,40.53,55.82,7.13,7.26,6.02,6.09,0.71,0.59,6.63,6.97,5.55,5.12,0.94,0.84,"10C","007A",6.9975,5.695,0.000890982929874335,0.65125,683.30666221875,0.00146917929460875,0.00140698174503123,1.44,0.0332820917129,7.195,6.8,0.35975,0.34,5.582,2.1472412135419,0.447737307730862,1.8968,10.8564467850467,36.5883513084112,2.48435549925619,0.614200480878694,0.385799519121306,273.632741189335,-1.64103456166709,98.7558275981799,1.30059359384926,0.01283902856712,0.00469758887672514,0.0126792889170261,0.00814143969039487,0.00798170004030097,0.991311561103124
"32","007B",7,"TD",0.1,74,2.7968,1.2904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.95,63.32,7.58,7.9,6.33,6.3,0.66,0.59,7.13,7.68,5.75,5.93,0.87,0.71,"25C","007B",7.5725,6.0775,0.00114071661220835,0.7475,907.7358314375,0.0016595136468442,0.00142155895505029,NA,NA,7.74,7.405,0.387,0.37025,6.332,2.85220131175083,0.452422483182957,2.7491,23.928466,56.9451682,3.30467923382876,0.724179634830119,0.275820365169881,194.789628466902,-0.856622572792988,99.3771704736794,2.97302695989514,0.0293487360305542,0.0167126870971731,0.029165943436954,0.0126360489333811,0.0124532563397809,0.977060684732937
"33","007C",7,"TD",0,117,5.1752,2.5046,62.54,13,1.31,1.4,1.52,1.63,2.03,1.6,1.94,1.81,1.08,1.66,43.83,62.54,10.49,11.08,8.63,8.13,0.82,1.27,9.61,10.27,8.94,8.38,0.98,0.77,"35C","007C",10.3625,8.52,0.00142687486224589,0.92125,1678.90828671875,0.0015906765254101,0.00149180275052128,1.598,0.020059538252575,10.785,9.94,0.53925,0.497,6.254,5.27736861060525,0.474592582933628,5.0713,32.2004140196078,35.573168627451,6.15560497424161,0.70301191537904,0.29698808462096,205.463187100978,-0.937408334548644,99.337030550142,4.81368416710752,0.0475190934561453,0.0169040472453906,0.0472040563836816,0.0306150462107547,0.030300009138291,0.967945948185464
"34","007D",7,"TD",0.3,67,1.6851,0.7877,57.24,4,1.72,1.17,0.67,0.35,NA,NA,NA,NA,NA,NA,39.63,57.24,6.1,6.3,5.1,5.08,0.89,1.05,5.84,5.53,4.61,4.55,1.29,1.34,"45C","007D",5.9425,4.835,0.00073984907545103,0.55375,505.3334124375,0.00177585724179873,0.00155877284306314,0.9775,0.0117595628029741,6.2,5.685,0.31,0.28425,5.724,1.58854536160413,0.495862453184573,1.555,40.2231460606061,23.2655888888889,1.86475185511063,0.712407667615214,0.287592332384786,194.990878194271,-0.858091788442657,99.4084505036276,7.47291795133103,0.0737701673379174,0.0171630638554853,0.0733337802845569,0.0566071034824321,0.0561707164290716,0.954751577929979
"35","007E",7,"TD",0.25,116,2.8814,1.3692,46.19,5,0.97,1.58,1.35,1.19,1.13,NA,NA,NA,NA,NA,30.68,46.19,9.65,9.7,7.94,7.59,1.31,0.59,8.68,8.85,7.22,7.27,1.35,1.08,"55C","007E",9.22,7.505,0.000888661057283883,0.8575,981.634499,0.0015404919056334,0.00139481650389714,1.244,0.0117406224126603,9.675,8.765,0.48375,0.43825,4.619,3.08639918322209,0.443623756590878,2.6146,55.1190473684211,11.3811223684211,3.56650827413118,0.566784376440049,0.433215623559951,308.420336327791,-2.20324858907496,98.5562687705783,15.8511827750776,0.156477618707578,0.0178089092643008,0.154218502459241,0.138668709443277,0.13640959319494,0.913986294138229
"36","008A",8,"MG",0,38,2.9115,1.4639,71.67,26,1.18,1.02,0.86,0.84,0.72,0.88,1.03,1.42,1.32,0.95,59.76,71.67,7.97,7.37,5.92,5.64,2.96,2.68,6.74,7.29,5.13,5.62,3.33,3.03,"10C","008A",7.3425,5.5775,0.00137849252896483,0.8825,965.973747234375,0.00149859145152189,0.00151546561611142,1.022,0.049407398634427,7.67,7.015,0.3835,0.35075,7.167,3.03670849427963,0.482068003154602,2.8526,11.2127491694915,35.9313192372881,3.55002407869522,0.665684277451308,0.334315722548692,229.664480475812,-1.14508305260211,99.1312839260714,1.33175568378407,0.0131466503828635,0.00472376491807684,0.0130324433178044,0.00842288546478666,0.00830867839972753,0.991121895882059
